Ticker,yearly_return,close
INDUSINDBK,-30.458408805907762,998.2
ASIANPAINT,-21.93504586576567,2472.2
BAJFINANCE,-16.110874039861443,6683.95
ADANIENT,-6.670855586972458,2228.0
HINDUNILVR,-0.9579164810239414,2445.25
NESTLEIND,0.707141320714141,2247.3
KOTAKBANK,1.9918357893517904,1761.45
BAJAJFINSV,2.5495659972454408,1600.85
TITAN,3.5181853734845467,3308.7
MARUTI,6.9267123486261655,11063.6
