Ticker,Correlated Ticker,Correlation
INDUSINDBK,BAJAJFINSV,-0.1549091786277135
INFY,BAJAJFINSV,0.594744822116824
ITC,BAJAJFINSV,0.7051440272709427
JSWSTEEL,BAJAJFINSV,0.5855299403464774
KOTAKBANK,BAJAJFINSV,0.5337604721358078
LT,BAJAJFINSV,0.2780128763094065
M&M,BAJAJFINSV,0.40005282206650167
MARUTI,BAJAJFINSV,0.20155383621161638
NESTLEIND,BAJAJFINSV,0.19849974615223884
NTPC,BAJAJFINSV,0.4597466581521745
ONGC,BAJAJFINSV,0.18256009508606208
POWERGRID,BAJAJFINSV,0.29713319091268997
RELIANCE,BAJAJFINSV,0.04237528158189359
SBILIFE,BAJAJFINSV,0.6890485331130339
SBIN,BAJAJFINSV,0.1266426061774683
SHRIRAMFIN,BAJAJFINSV,0.6183331142860427
SUNPHARMA,BAJAJFINSV,0.5185231182146725
TATACONSUM,BAJAJFINSV,0.1930701136083485
TATAMOTORS,BAJAJFINSV,0.0880770959774005
TATASTEEL,BAJAJFINSV,0.06639374216951478
TCS,BAJAJFINSV,0.41661798412392276
TECHM,BAJAJFINSV,0.5648440583068702
TITAN,BAJAJFINSV,0.3572286754939997
TRENT,BAJAJFINSV,0.575921466579318
ULTRACEMCO,BAJAJFINSV,0.4489046357659561
WIPRO,BAJAJFINSV,0.3838620958309845
ADANIENT,BAJFINANCE,-0.4373087548192716
ADANIPORTS,BAJFINANCE,-0.4861277803165648
APOLLOHOSP,BAJFINANCE,-0.41089176128837096
ASIANPAINT,BAJFINANCE,0.6094270895386502
AXISBANK,BAJFINANCE,-0.15524950924826458
BAJAJ-AUTO,BAJFINANCE,-0.3229367487874204
BAJAJFINSV,BAJFINANCE,0.3854756012262876
BAJFINANCE,BAJFINANCE,1.0
BEL,BAJFINANCE,-0.35326831734588254
BHARTIARTL,BAJFINANCE,-0.2800859122761716
BPCL,BAJFINANCE,-0.5531931110868751
BRITANNIA,BAJFINANCE,-0.09978430553838552
CIPLA,BAJFINANCE,-0.41678736677407746
COALINDIA,BAJFINANCE,-0.5113414853382531
DRREDDY,BAJFINANCE,-0.4362590874267298
EICHERMOT,BAJFINANCE,-0.30231692444827557
GRASIM,BAJFINANCE,-0.28639722472615436
HCLTECH,BAJFINANCE,-0.3455066846515056
HDFCBANK,BAJFINANCE,0.25085122522487596
HDFCLIFE,BAJFINANCE,0.1541584391299791
HEROMOTOCO,BAJFINANCE,-0.37501311855488684
HINDALCO,BAJFINANCE,-0.20177465599200073
HINDUNILVR,BAJFINANCE,0.2799554326981179
ICICIBANK,BAJFINANCE,-0.3025481155145743
INDUSINDBK,BAJFINANCE,0.2907515630587164
INFY,BAJFINANCE,-0.22602982832727003
ITC,BAJFINANCE,0.20296057763844746
JSWSTEEL,BAJFINANCE,-0.15567041960741365
KOTAKBANK,BAJFINANCE,0.37810312083994263
LT,BAJFINANCE,-0.3256357454619304
M&M,BAJFINANCE,-0.25804473607269673
MARUTI,BAJFINANCE,-0.30729597004434245
NESTLEIND,BAJFINANCE,0.026872087615123805
NTPC,BAJFINANCE,-0.4001422591022671
ONGC,BAJFINANCE,-0.5316579330588633
POWERGRID,BAJFINANCE,-0.454651083981582
RELIANCE,BAJFINANCE,-0.4733314905261744
SBILIFE,BAJFINANCE,-0.15412335651275214
SBIN,BAJFINANCE,-0.5175128093722445
SHRIRAMFIN,BAJFINANCE,-0.20481770594725202
SUNPHARMA,BAJFINANCE,-0.4183150888286551
TATACONSUM,BAJFINANCE,-0.4220369832678682
TATAMOTORS,BAJFINANCE,-0.5329799828559244
TATASTEEL,BAJFINANCE,-0.33686452312940096
TCS,BAJFINANCE,-0.4159279783696307
TECHM,BAJFINANCE,-0.2190300963221343
TITAN,BAJFINANCE,0.03896306695312447
TRENT,BAJFINANCE,-0.26796263318436353
ULTRACEMCO,BAJFINANCE,-0.26117163632471674
WIPRO,BAJFINANCE,-0.43476573994705836
ADANIENT,BEL,0.5976344926985587
ADANIPORTS,BEL,0.9003771041460732
APOLLOHOSP,BEL,0.7521385738847534
ASIANPAINT,BEL,-0.24626266491603527
AXISBANK,BEL,0.8630114680436075
BAJAJ-AUTO,BEL,0.8726666242854081
BAJAJFINSV,BEL,0.24828793979332542
BAJFINANCE,BEL,-0.35326831734588254
BEL,BEL,1.0
BHARTIARTL,BEL,0.904269754180781
BPCL,BEL,0.8398312221284946
BRITANNIA,BEL,0.7965703032187755
CIPLA,BEL,0.8608338895923137
COALINDIA,BEL,0.8897248871583371
DRREDDY,BEL,0.7800237927207369
EICHERMOT,BEL,0.9353745345712253
GRASIM,BEL,0.945538797458558
HCLTECH,BEL,0.5661250850849454
HDFCBANK,BEL,0.5384974378627065
HDFCLIFE,BEL,0.3001184469078578
HEROMOTOCO,BEL,0.9002833073319129
HINDALCO,BEL,0.9045854616143041
HINDUNILVR,BEL,0.3823449350574844
ICICIBANK,BEL,0.908998699348819
INDUSINDBK,BEL,-0.41528787938178446
INFY,BEL,0.618484459196653
ITC,BEL,0.47603245574906766
JSWSTEEL,BEL,0.873037130774089
KOTAKBANK,BEL,0.11377316684344868
LT,BEL,0.72918769146228
M&M,BEL,0.9493235102769724
MARUTI,BEL,0.7707218663280345
NESTLEIND,BEL,0.15964053054130756
NTPC,BEL,0.905960804004115
ONGC,BEL,0.8506908572894613
POWERGRID,BEL,0.9578636657433829
RELIANCE,BEL,0.7234721921207029
SBILIFE,BEL,0.6824440186629075
SBIN,BEL,0.9253487096526636
SHRIRAMFIN,BEL,0.8418509244303106
SUNPHARMA,BEL,0.8045297264243704
TATACONSUM,BEL,0.6036179046753569
TATAMOTORS,BEL,0.7611308471293221
TATASTEEL,BEL,0.811677038190557
TCS,BEL,0.7233807167928437
TECHM,BEL,0.7770037096359016
TITAN,BEL,-0.09315626592985697
TRENT,BEL,0.8632419184620034
ULTRACEMCO,BEL,0.8947768312653939
WIPRO,BEL,0.7510171209608825
ADANIENT,BHARTIARTL,0.4822981319322696
ADANIPORTS,BHARTIARTL,0.8199704773749252
APOLLOHOSP,BHARTIARTL,0.8655251041850812
ASIANPAINT,BHARTIARTL,-0.17803261872421602
AXISBANK,BHARTIARTL,0.767627353890485
BAJAJ-AUTO,BHARTIARTL,0.9510099135478611
BAJAJFINSV,BHARTIARTL,0.5179929181074706
BAJFINANCE,BHARTIARTL,-0.2800859122761716
BEL,BHARTIARTL,0.904269754180781
BHARTIARTL,BHARTIARTL,1.0
BPCL,BHARTIARTL,0.849212280380247
BRITANNIA,BHARTIARTL,0.856598757915464
CIPLA,BHARTIARTL,0.8997165844982092
COALINDIA,BHARTIARTL,0.8294304243472997
DRREDDY,BHARTIARTL,0.8069015711380525
EICHERMOT,BHARTIARTL,0.8958394973710562
GRASIM,BHARTIARTL,0.9422735363056381
HCLTECH,BHARTIARTL,0.74588944176389
HDFCBANK,BHARTIARTL,0.5870431584835505
HDFCLIFE,BHARTIARTL,0.49145363372175443
HEROMOTOCO,BHARTIARTL,0.8779669853464402
HINDALCO,BHARTIARTL,0.9070022380493924
HINDUNILVR,BHARTIARTL,0.4897885077361528
ICICIBANK,BHARTIARTL,0.9666736260257272
INDUSINDBK,BHARTIARTL,-0.5417832803750185
INFY,BHARTIARTL,0.7658127609616023
ITC,BHARTIARTL,0.6238805454772713
JSWSTEEL,BHARTIARTL,0.9268153767578133
KOTAKBANK,BHARTIARTL,0.17006239007046936
LT,BHARTIARTL,0.6553018736817962
M&M,BHARTIARTL,0.9521570138028597
MARUTI,BHARTIARTL,0.7261387509485162
NESTLEIND,BHARTIARTL,0.08306508926841097
NTPC,BHARTIARTL,0.940136116427341
ONGC,BHARTIARTL,0.7915371237410318
POWERGRID,BHARTIARTL,0.9221917729902602
RELIANCE,BHARTIARTL,0.5863837999359113
SBILIFE,BHARTIARTL,0.8109115916316884
SBIN,BHARTIARTL,0.8320219870883375
SHRIRAMFIN,BHARTIARTL,0.9567993572752043
SUNPHARMA,BHARTIARTL,0.9323695970360869
TATACONSUM,BHARTIARTL,0.5522068713669032
TATAMOTORS,BHARTIARTL,0.662700308301678
TATASTEEL,BHARTIARTL,0.6735966826492783
TCS,BHARTIARTL,0.7665840150010085
TECHM,BHARTIARTL,0.8962608595084218
TITAN,BHARTIARTL,-0.009407435447327712
TRENT,BHARTIARTL,0.9762636778480912
ULTRACEMCO,BHARTIARTL,0.8692629570508001
WIPRO,BHARTIARTL,0.8022701206195125
ADANIENT,BPCL,0.7595871081140046
ADANIPORTS,BPCL,0.9410678490782768
APOLLOHOSP,BPCL,0.8726835386719105
ASIANPAINT,BPCL,-0.2524396814080767
AXISBANK,BPCL,0.6741796150910535
BAJAJ-AUTO,BPCL,0.9242632690230087
BAJAJFINSV,BPCL,0.3237831200171805
BAJFINANCE,BPCL,-0.5531931110868751
BEL,BPCL,0.8398312221284946
BHARTIARTL,BPCL,0.849212280380247
BPCL,BPCL,1.0
BRITANNIA,BPCL,0.7229385273895153
CIPLA,BPCL,0.9309655536022785
COALINDIA,BPCL,0.9610710053277207
DRREDDY,BPCL,0.8714254892664488
EICHERMOT,BPCL,0.8006238975175154
GRASIM,BPCL,0.8454598464269074
HCLTECH,BPCL,0.708192110247032
HDFCBANK,BPCL,0.25346797979478525
HDFCLIFE,BPCL,0.2584400910477704
HEROMOTOCO,BPCL,0.9034932543164943
HINDALCO,BPCL,0.7754890903860582
HINDUNILVR,BPCL,0.26608664918770186
ICICIBANK,BPCL,0.8376099584295195
INDUSINDBK,BPCL,-0.28062506754862504
INFY,BPCL,0.6668439336676548
ITC,BPCL,0.3571697530906565
JSWSTEEL,BPCL,0.7737565069617379
KOTAKBANK,BPCL,0.028322937799118448
LT,BPCL,0.7676872661451406
M&M,BPCL,0.799557029990487
MARUTI,BPCL,0.8054268628858747
NESTLEIND,BPCL,0.2996355089867575
NTPC,BPCL,0.9406555136116939
ONGC,BPCL,0.932728117784019
POWERGRID,BPCL,0.9346245934103493
RELIANCE,BPCL,0.8329487788637852
SBILIFE,BPCL,0.763766911530911
SBIN,BPCL,0.8982376168730357
SHRIRAMFIN,BPCL,0.8347038355621025
SUNPHARMA,BPCL,0.9090310353726312
TATACONSUM,BPCL,0.7930831322574237
TATAMOTORS,BPCL,0.8972810500054859
TATASTEEL,BPCL,0.767670643745938
TCS,BPCL,0.8603503667314552
TECHM,BPCL,0.6974714971644527
TITAN,BPCL,0.23514920634480216
TRENT,BPCL,0.8383125509665607
ULTRACEMCO,BPCL,0.8053000352159128
WIPRO,BPCL,0.8071652478048816
ADANIENT,BRITANNIA,0.44727420290475045
ADANIPORTS,BRITANNIA,0.7293830687509805
APOLLOHOSP,BRITANNIA,0.7618796921171633
ASIANPAINT,BRITANNIA,0.24452798529653813
AXISBANK,BRITANNIA,0.7958166476843181
BAJAJ-AUTO,BRITANNIA,0.8287668825869248
BAJAJFINSV,BRITANNIA,0.6093965751861877
BAJFINANCE,BRITANNIA,-0.09978430553838552
BEL,BRITANNIA,0.7965703032187755
BHARTIARTL,BRITANNIA,0.856598757915464
BPCL,BRITANNIA,0.7229385273895153
BRITANNIA,BRITANNIA,1.0
CIPLA,BRITANNIA,0.801906008518056
COALINDIA,BRITANNIA,0.7572866326632004
DRREDDY,BRITANNIA,0.7928527813538132
EICHERMOT,BRITANNIA,0.7882232342959902
GRASIM,BRITANNIA,0.8711755811698279
HCLTECH,BRITANNIA,0.6702676348039412
